date,service_id,counts,status,owner_id,customer_id
3/13/2024,103,6,تم التأكيد,41,1151
3/14/2024,116,5,تم التأكيد,79,3503
3/15/2024,245,2,تم التأكيد,42,372
3/16/2024,204,2,تم التأكيد,30,1424
3/17/2024,410,9,تم التأكيد,90,1302
3/18/2024,189,9,تم التأكيد,54,3675
3/19/2024,114,4,تم التأكيد,11,286
3/20/2024,372,7,تم التأكيد,56,2085
3/21/2024,432,9,تم التأكيد,51,4353
3/22/2024,384,10,تم التأكيد,4,166
3/23/2024,493,4,تم التأكيد,2,4024
3/24/2024,251,3,تم التأكيد,27,3694
3/25/2024,298,2,تم التأكيد,98,1836
3/26/2024,357,7,تم التأكيد,1,2616
3/27/2024,246,4,تم التأكيد,100,604
3/28/2024,350,8,تم التأكيد,43,1135
3/29/2024,123,4,تم التأكيد,2,3452
3/30/2024,458,6,تم التأكيد,4,363
3/31/2024,121,2,تم التأكيد,96,995
4/1/2024,343,4,تم التأكيد,4,4870
4/2/2024,163,2,تم التأكيد,79,3589
4/3/2024,448,8,تم التأكيد,63,2865
4/4/2024,320,8,تم التأكيد,12,334
4/5/2024,491,2,تم التأكيد,54,4950
4/6/2024,343,5,تم التأكيد,28,3782
4/7/2024,131,8,تم التأكيد,57,4739
4/8/2024,245,4,تم التأكيد,17,1449
4/9/2024,116,5,تم التأكيد,100,4205
4/10/2024,329,9,تم التأكيد,14,3371
4/11/2024,328,6,تم التأكيد,87,4137
4/12/2024,116,3,تم التأكيد,1,4145
4/13/2024,347,1,تم التأكيد,80,4983
4/14/2024,45,5,تم التأكيد,77,3620
4/15/2024,315,1,تم التأكيد,43,4699
4/16/2024,6,3,تم التأكيد,60,1536
4/17/2024,58,9,تم التأكيد,18,3854
4/18/2024,21,7,تم التأكيد,24,825
4/19/2024,102,4,تم التأكيد,16,4387
4/20/2024,37,7,تم التأكيد,82,1193
4/21/2024,97,10,تم التأكيد,33,4487
4/22/2024,279,2,تم التأكيد,12,4059
4/23/2024,48,9,تم التأكيد,24,1806
4/24/2024,114,10,تم التأكيد,68,1460
4/25/2024,18,7,تم التأكيد,47,49
4/26/2024,286,5,تم التأكيد,95,1240
4/27/2024,267,2,تم التأكيد,90,2477
4/28/2024,84,3,تم التأكيد,40,1229
4/29/2024,67,9,تم التأكيد,82,4647
4/30/2024,199,8,تم التأكيد,88,101
5/1/2024,462,8,تم التأكيد,43,148
5/2/2024,280,2,تم التأكيد,79,4824
5/3/2024,483,2,تم التأكيد,57,1359
5/4/2024,129,4,تم التأكيد,10,1172
5/5/2024,142,7,تم التأكيد,23,347
5/6/2024,160,6,تم التأكيد,20,4287
5/7/2024,72,5,تم التأكيد,63,4196
5/8/2024,400,2,تم التأكيد,53,2227
5/9/2024,330,1,تم التأكيد,8,2791
5/10/2024,63,3,تم التأكيد,20,188
5/11/2024,388,9,تم التأكيد,15,3714
5/12/2024,64,2,تم التأكيد,73,754
5/13/2024,148,1,تم التأكيد,18,3447
5/14/2024,51,3,تم التأكيد,88,2998
5/15/2024,83,4,تم التأكيد,20,707
5/16/2024,122,7,تم التأكيد,34,6
5/17/2024,372,8,تم التأكيد,97,4663
5/18/2024,468,2,تم التأكيد,94,3237
5/19/2024,393,2,تم التأكيد,14,3562
5/20/2024,73,1,تم التأكيد,93,255
5/21/2024,267,2,تم التأكيد,7,3276
5/22/2024,187,2,تم التأكيد,88,2139
5/23/2024,345,4,تم التأكيد,59,4390
5/24/2024,408,8,تم التأكيد,80,4276
5/25/2024,424,8,تم التأكيد,40,4011
5/26/2024,472,8,تم التأكيد,72,4399
5/27/2024,219,3,تم التأكيد,52,2392
5/28/2024,24,1,تم التأكيد,36,4705
5/29/2024,232,8,تم التأكيد,99,899
5/30/2024,324,6,تم التأكيد,94,4090
5/31/2024,150,1,تم التأكيد,16,1417
6/1/2024,99,1,تم التأكيد,52,2044
6/2/2024,497,3,تم التأكيد,73,3371
6/3/2024,118,4,تم التأكيد,34,432
6/4/2024,180,9,تم التأكيد,75,3721
6/5/2024,138,5,تم التأكيد,94,3896
6/6/2024,161,7,تم التأكيد,46,4972
6/7/2024,257,1,تم التأكيد,39,3894
6/8/2024,444,4,تم التأكيد,33,3772
6/9/2024,420,1,تم التأكيد,49,2576
6/10/2024,247,5,تم التأكيد,89,1738
6/11/2024,419,7,تم التأكيد,12,3956
6/12/2024,23,7,تم التأكيد,33,3260
6/13/2024,276,5,تم التأكيد,91,1149
6/14/2024,7,6,تم التأكيد,17,879
6/15/2024,473,4,تم التأكيد,48,2995
6/16/2024,78,6,تم التأكيد,28,1386
6/17/2024,218,8,تم التأكيد,75,1148
6/18/2024,381,1,تم التأكيد,77,3730
6/19/2024,142,6,تم التأكيد,47,3986
6/20/2024,378,1,تم التأكيد,7,3234
6/21/2024,251,9,تم التأكيد,37,4152
6/22/2024,474,7,تم التأكيد,79,2586
6/23/2024,79,4,تم التأكيد,14,3688
6/24/2024,460,3,تم التأكيد,95,3308
6/25/2024,177,9,تم التأكيد,79,822
6/26/2024,452,1,تم التأكيد,5,2035
6/27/2024,438,6,تم التأكيد,4,1426
6/28/2024,211,5,تم التأكيد,36,4238
6/29/2024,72,7,تم التأكيد,9,1817
6/30/2024,349,1,تم التأكيد,58,3315
7/1/2024,226,3,تم التأكيد,81,2044
7/2/2024,214,5,تم التأكيد,22,3429
7/3/2024,422,10,تم التأكيد,81,2134
7/4/2024,279,7,تم التأكيد,93,2948
7/5/2024,14,3,تم التأكيد,28,3388
7/6/2024,187,8,تم التأكيد,98,1604
7/7/2024,69,3,تم التأكيد,57,444
7/8/2024,229,5,تم التأكيد,41,1334
7/9/2024,113,6,تم التأكيد,74,1513
7/10/2024,459,4,تم التأكيد,74,4480
7/11/2024,331,5,تم التأكيد,48,2336
7/12/2024,267,4,تم التأكيد,58,1230
7/13/2024,227,9,تم التأكيد,52,1997
7/14/2024,420,2,تم التأكيد,38,1910
7/15/2024,368,6,تم التأكيد,1,3459
7/16/2024,101,7,تم التأكيد,11,3517
7/17/2024,69,3,تم التأكيد,45,4499
7/18/2024,26,2,تم التأكيد,50,4998
7/19/2024,83,2,تم التأكيد,38,2866
7/20/2024,175,3,تم التأكيد,6,3981
7/21/2024,380,2,تم التأكيد,99,3573
7/22/2024,255,6,تم التأكيد,83,1268
7/23/2024,483,3,تم التأكيد,96,3154
7/24/2024,253,5,تم التأكيد,23,292
7/25/2024,124,3,تم التأكيد,7,2556
7/26/2024,250,3,تم التأكيد,10,1247
7/27/2024,228,6,تم التأكيد,94,4119
7/28/2024,109,4,تم التأكيد,25,598
7/29/2024,143,2,تم التأكيد,60,4515
7/30/2024,23,6,تم التأكيد,90,1903
7/31/2024,480,8,تم التأكيد,12,4995
8/1/2024,246,10,تم التأكيد,49,2267
8/2/2024,279,8,تم التأكيد,18,651
8/3/2024,212,4,تم التأكيد,35,593
8/4/2024,103,9,تم التأكيد,63,3084
8/5/2024,100,2,تم التأكيد,38,2541
8/6/2024,346,7,تم التأكيد,3,1861
8/7/2024,389,9,تم التأكيد,7,4837
8/8/2024,7,5,تم التأكيد,32,2189
8/9/2024,243,10,تم التأكيد,41,2515
8/10/2024,427,6,تم التأكيد,64,305
8/11/2024,99,3,تم التأكيد,88,3497
8/12/2024,489,9,تم التأكيد,78,1400
8/13/2024,491,10,تم التأكيد,39,3015
8/14/2024,129,5,تم التأكيد,28,757
8/15/2024,473,7,تم التأكيد,100,2938
8/16/2024,135,1,تم التأكيد,68,1758
8/17/2024,228,3,تم التأكيد,12,3920
8/18/2024,137,7,تم التأكيد,89,4255
8/19/2024,85,9,تم التأكيد,74,1035
8/20/2024,42,8,تم التأكيد,47,4220
8/21/2024,399,10,تم التأكيد,17,1553
8/22/2024,105,2,تم التأكيد,19,2998
8/23/2024,369,9,تم التأكيد,68,3698
8/24/2024,343,7,تم التأكيد,27,4659
8/25/2024,95,7,تم التأكيد,82,334
8/26/2024,163,3,تم التأكيد,9,2024
8/27/2024,184,1,تم التأكيد,98,3698
8/28/2024,402,1,تم التأكيد,54,963
8/29/2024,164,9,تم التأكيد,51,2719
8/30/2024,332,8,تم التأكيد,35,735
8/31/2024,385,6,تم التأكيد,53,699
9/1/2024,104,7,تم التأكيد,56,2076
9/2/2024,341,7,تم التأكيد,42,1792
9/3/2024,292,5,تم التأكيد,21,4543
9/4/2024,267,9,تم التأكيد,93,1675
9/5/2024,376,10,تم التأكيد,28,4506
9/6/2024,403,8,تم التأكيد,13,4884
9/7/2024,15,5,تم التأكيد,50,3654
9/8/2024,314,7,تم التأكيد,5,4226
9/9/2024,229,1,تم التأكيد,80,2541
9/10/2024,199,8,تم التأكيد,54,2031
9/11/2024,128,4,تم التأكيد,88,927
9/12/2024,292,3,تم التأكيد,1,1448
9/13/2024,498,1,تم التأكيد,39,221
9/14/2024,313,8,تم التأكيد,93,475
9/15/2024,73,6,تم التأكيد,74,4352
9/16/2024,282,8,تم التأكيد,6,1367
9/17/2024,452,6,تم التأكيد,22,3191
9/18/2024,124,2,تم التأكيد,68,3702
9/19/2024,332,4,تم التأكيد,3,2080
9/20/2024,405,8,تم التأكيد,94,2132
9/21/2024,156,5,تم التأكيد,66,3728
9/22/2024,105,8,تم التأكيد,24,2854
9/23/2024,482,8,تم التأكيد,43,3831
9/24/2024,168,6,تم التأكيد,39,988
9/25/2024,421,5,تم التأكيد,60,1924
9/26/2024,97,1,تم التأكيد,70,1272
9/27/2024,418,9,تم التأكيد,62,1587
9/28/2024,354,10,تم التأكيد,89,661
9/29/2024,156,3,تم التأكيد,19,386
9/30/2024,356,1,تم التأكيد,57,2841
10/1/2024,103,4,تم التأكيد,52,4379
10/2/2024,246,6,تم التأكيد,66,4105
10/3/2024,187,8,تم التأكيد,4,2518
10/4/2024,162,7,تم التأكيد,21,1167
10/5/2024,423,2,تم التأكيد,72,2728
10/6/2024,68,10,تم التأكيد,33,1210
10/7/2024,496,8,تم التأكيد,45,4923
10/8/2024,160,1,تم التأكيد,20,2703
10/9/2024,262,5,تم التأكيد,98,4783
10/10/2024,420,3,تم التأكيد,13,2012
10/11/2024,311,2,تم التأكيد,1,3500
10/12/2024,137,3,تم التأكيد,28,2315
10/13/2024,164,7,تم التأكيد,57,329
10/14/2024,21,8,تم التأكيد,41,3388
10/15/2024,187,4,تم التأكيد,87,2197
10/16/2024,159,6,تم التأكيد,5,4282
10/17/2024,144,7,تم التأكيد,10,1954
10/18/2024,482,5,تم التأكيد,24,3811
10/19/2024,250,10,تم التأكيد,57,3914
10/20/2024,412,3,تم التأكيد,33,189
10/21/2024,186,9,تم التأكيد,64,3127
10/22/2024,204,8,تم التأكيد,84,4848
10/23/2024,127,9,تم التأكيد,74,4001
10/24/2024,269,8,تم التأكيد,16,413
10/25/2024,410,6,تم التأكيد,44,3403
10/26/2024,334,3,تم التأكيد,88,785
10/27/2024,123,7,تم التأكيد,47,1499
10/28/2024,322,2,تم التأكيد,57,4849
10/29/2024,487,6,تم التأكيد,19,3111
10/30/2024,412,3,تم التأكيد,72,580
10/31/2024,391,1,تم التأكيد,63,2795
11/1/2024,341,5,تم التأكيد,42,3521
11/2/2024,42,5,تم التأكيد,59,1199
11/3/2024,283,4,تم التأكيد,16,2920
11/4/2024,94,4,تم التأكيد,31,2301
11/5/2024,36,9,تم التأكيد,76,3811
11/6/2024,228,4,تم التأكيد,69,1980
11/7/2024,292,3,تم التأكيد,95,4441
11/8/2024,287,5,تم التأكيد,56,4703
11/9/2024,263,3,تم التأكيد,50,2776
11/10/2024,426,7,تم التأكيد,61,2045
11/11/2024,494,10,تم التأكيد,46,1484
11/12/2024,359,8,تم التأكيد,54,1582
11/13/2024,9,7,تم التأكيد,21,2369
11/14/2024,277,8,تم التأكيد,8,4138
11/15/2024,50,10,تم التأكيد,40,1760
11/16/2024,304,3,تم التأكيد,55,1048
11/17/2024,44,7,تم التأكيد,16,3041
11/18/2024,218,1,تم التأكيد,53,1110
11/19/2024,206,3,تم التأكيد,20,2223
11/20/2024,423,5,تم التأكيد,77,348
11/21/2024,108,3,تم التأكيد,2,1933
11/22/2024,67,6,تم التأكيد,36,2131
11/23/2024,294,5,تم التأكيد,34,2376
11/24/2024,422,2,تم التأكيد,23,3582
11/25/2024,18,2,تم التأكيد,28,1378
11/26/2024,254,7,تم التأكيد,6,3398
11/27/2024,201,1,تم التأكيد,36,3547
11/28/2024,464,10,تم التأكيد,95,46
11/29/2024,35,5,تم التأكيد,7,3426
11/30/2024,305,2,تم التأكيد,1,653
12/1/2024,221,4,تم التأكيد,35,2179
12/2/2024,41,9,تم التأكيد,12,2970
12/3/2024,241,5,تم التأكيد,26,4236
12/4/2024,498,3,تم التأكيد,48,3328
12/5/2024,390,4,تم التأكيد,86,1795
12/6/2024,260,9,تم التأكيد,36,3113
12/7/2024,235,10,تم التأكيد,81,3930
12/8/2024,468,5,تم التأكيد,47,3123
12/9/2024,451,10,تم التأكيد,13,312
12/10/2024,499,1,تم التأكيد,14,1698
12/11/2024,313,10,تم التأكيد,50,913
12/12/2024,66,7,تم التأكيد,79,2545
12/13/2024,140,6,تم التأكيد,67,3979
12/14/2024,155,3,تم التأكيد,61,4792
12/15/2024,441,7,تم التأكيد,75,970
12/16/2024,197,3,تم التأكيد,70,4116
12/17/2024,318,8,تم التأكيد,9,202
12/18/2024,220,3,تم التأكيد,98,1695
12/19/2024,10,1,تم التأكيد,22,2359
12/20/2024,292,10,تم التأكيد,37,3578
12/21/2024,342,9,تم التأكيد,7,2018
12/22/2024,119,9,تم التأكيد,39,4650
12/23/2024,72,10,تم التأكيد,67,1878
12/24/2024,476,5,تم التأكيد,77,374
12/25/2024,298,1,تم التأكيد,91,450
12/26/2024,106,10,تم التأكيد,53,639
12/27/2024,332,5,تم التأكيد,58,1059
12/28/2024,360,3,تم التأكيد,65,813
12/29/2024,465,1,تم التأكيد,80,1582
12/30/2024,424,5,تم التأكيد,96,259
12/31/2024,408,3,تم التأكيد,19,3032
1/1/2025,333,5,تم التأكيد,73,4739
1/2/2025,455,8,تم التأكيد,25,219
1/3/2025,173,10,تم التأكيد,62,736
1/4/2025,342,6,تم التأكيد,40,4887
1/5/2025,143,8,تم التأكيد,21,4126
1/6/2025,297,10,تم التأكيد,57,1993
1/7/2025,82,1,تم التأكيد,24,1388
1/8/2025,225,3,تم التأكيد,6,1392
1/9/2025,371,1,تم التأكيد,48,780
1/10/2025,35,5,تم التأكيد,4,1251
1/11/2025,70,7,تم التأكيد,56,612
1/12/2025,217,9,تم التأكيد,22,3121
1/13/2025,4,7,تم التأكيد,22,320
1/14/2025,380,3,تم التأكيد,36,3198
1/15/2025,2,3,تم التأكيد,31,2192
1/16/2025,435,8,تم التأكيد,5,4276
1/17/2025,483,5,تم التأكيد,98,4031
1/18/2025,216,7,تم التأكيد,42,4154
1/19/2025,471,6,تم التأكيد,25,4624
1/20/2025,44,2,تم التأكيد,22,1326
1/21/2025,61,5,تم التأكيد,99,2431
1/22/2025,2,6,تم التأكيد,45,2175
1/23/2025,154,5,تم التأكيد,81,1638
1/24/2025,305,7,تم التأكيد,8,807
1/25/2025,473,6,تم التأكيد,6,2241
1/26/2025,212,5,تم التأكيد,66,2024
1/27/2025,142,5,تم التأكيد,78,1692
1/28/2025,241,10,تم التأكيد,35,4001
1/29/2025,468,9,تم التأكيد,46,3903
1/30/2025,390,3,تم التأكيد,77,3570
1/31/2025,238,5,تم التأكيد,74,4463
2/1/2025,122,2,تم التأكيد,80,3685
2/2/2025,395,7,تم التأكيد,75,465
2/3/2025,443,1,تم التأكيد,44,1845
2/4/2025,109,2,تم التأكيد,86,1213
2/5/2025,443,9,تم التأكيد,6,2374
2/6/2025,264,8,تم التأكيد,63,3076
2/7/2025,101,6,تم التأكيد,35,2314
2/8/2025,77,7,تم التأكيد,97,1664
2/9/2025,71,10,تم التأكيد,14,1836
2/10/2025,380,1,تم التأكيد,65,2270
2/11/2025,164,10,تم التأكيد,50,3587
2/12/2025,348,7,تم التأكيد,1,4936
2/13/2025,9,7,تم التأكيد,37,1480
2/14/2025,162,9,تم التأكيد,56,4689
2/15/2025,309,3,تم التأكيد,30,2020
2/16/2025,406,5,تم التأكيد,78,4550
2/17/2025,362,1,تم التأكيد,44,2333
2/18/2025,290,6,تم التأكيد,2,450
2/19/2025,105,10,تم التأكيد,26,3565
2/20/2025,363,5,تم التأكيد,91,3833
2/21/2025,95,4,تم التأكيد,53,71
2/22/2025,86,2,تم التأكيد,35,262
2/23/2025,369,8,تم التأكيد,60,1669
2/24/2025,252,4,تم التأكيد,70,1201
2/25/2025,18,9,تم التأكيد,57,1028
2/26/2025,351,10,تم التأكيد,75,1442
2/27/2025,143,10,تم التأكيد,3,4521
2/28/2025,291,7,تم التأكيد,66,1436
3/1/2025,51,2,تم التأكيد,41,178
3/2/2025,346,9,تم التأكيد,63,3705
3/3/2025,449,5,تم التأكيد,30,1806
3/4/2025,496,2,تم التأكيد,63,4168
3/5/2025,291,6,تم التأكيد,36,3505
3/6/2025,325,4,تم التأكيد,28,1521
3/7/2025,444,4,تم التأكيد,8,4484
3/8/2025,193,7,تم التأكيد,93,902
3/9/2025,310,4,تم التأكيد,97,1942
3/10/2025,298,9,تم التأكيد,79,4950
3/11/2025,142,2,تم التأكيد,43,4294
3/12/2025,75,4,تم التأكيد,31,1051
3/13/2025,409,3,تم التأكيد,57,1007
3/14/2025,467,3,تم التأكيد,84,1629
3/15/2025,224,3,تم التأكيد,27,4660
3/16/2025,331,3,تم التأكيد,7,4834
3/17/2025,70,7,تم التأكيد,88,2644
3/18/2025,305,2,تم التأكيد,27,97
3/19/2025,134,5,تم التأكيد,21,3201
3/20/2025,162,9,تم التأكيد,59,4675
3/21/2025,254,8,تم التأكيد,90,1
3/22/2025,154,3,تم التأكيد,33,2380
3/23/2025,115,7,تم التأكيد,5,1607
3/24/2025,449,8,تم التأكيد,50,3661
3/25/2025,277,9,تم التأكيد,95,1515
3/26/2025,442,10,تم التأكيد,9,2781
3/27/2025,462,2,تم التأكيد,32,534
3/28/2025,429,3,تم التأكيد,26,1282
3/29/2025,84,8,تم التأكيد,14,3807
3/30/2025,431,9,تم التأكيد,55,2477
3/31/2025,168,9,تم التأكيد,97,586
4/1/2025,159,1,تم التأكيد,8,1514
4/2/2025,37,9,تم التأكيد,68,1362
4/3/2025,364,8,تم التأكيد,33,4113
4/4/2025,42,9,تم التأكيد,65,4223
4/5/2025,130,5,تم التأكيد,88,815
4/6/2025,320,9,تم التأكيد,45,4728
4/7/2025,468,8,تم التأكيد,67,4152
4/8/2025,204,9,تم التأكيد,21,3958
4/9/2025,411,8,تم التأكيد,52,595
4/10/2025,336,6,تم التأكيد,16,1738
4/11/2025,341,6,تم التأكيد,87,3876
4/12/2025,124,7,تم التأكيد,8,914
4/13/2025,337,6,تم التأكيد,70,4814
4/14/2025,154,7,تم التأكيد,52,177
4/15/2025,187,2,تم التأكيد,47,4424
4/16/2025,207,3,تم التأكيد,95,4274
4/17/2025,259,5,تم التأكيد,94,2911
4/18/2025,141,2,تم التأكيد,1,3963
4/19/2025,273,8,تم التأكيد,96,2866
4/20/2025,13,10,تم التأكيد,12,355
4/21/2025,21,10,تم التأكيد,84,4435
4/22/2025,299,5,تم التأكيد,45,2954
4/23/2025,484,6,تم التأكيد,32,1577
4/24/2025,251,5,تم التأكيد,37,4876
4/25/2025,150,10,تم التأكيد,67,4586
4/26/2025,160,6,تم التأكيد,70,831
4/27/2025,124,9,تم التأكيد,30,508
4/28/2025,478,2,تم التأكيد,64,4295
4/29/2025,373,7,تم التأكيد,79,2837
4/30/2025,32,10,تم التأكيد,72,2580
5/1/2025,389,7,تم التأكيد,59,2880
5/2/2025,319,5,تم التأكيد,55,4705
5/3/2025,80,7,تم التأكيد,59,4745
5/4/2025,337,1,تم التأكيد,6,3459
5/5/2025,271,10,تم التأكيد,84,4658
5/6/2025,178,6,تم التأكيد,34,2088
5/7/2025,22,5,تم التأكيد,100,589
5/8/2025,87,5,تم التأكيد,32,4725
5/9/2025,235,3,تم التأكيد,29,2943
5/10/2025,266,9,تم التأكيد,3,4955
5/11/2025,367,5,تم التأكيد,13,4204
5/12/2025,436,5,تم التأكيد,71,433
5/13/2025,12,3,تم التأكيد,91,1191
5/14/2025,273,9,تم التأكيد,87,1885
5/15/2025,422,5,تم التأكيد,99,293
5/16/2025,1,7,تم التأكيد,46,4482
5/17/2025,38,3,تم التأكيد,65,2429
5/18/2025,43,3,تم التأكيد,70,2136
5/19/2025,24,5,تم التأكيد,18,4911
5/20/2025,340,10,تم التأكيد,24,4821
5/21/2025,199,1,تم التأكيد,10,4718
5/22/2025,136,5,تم التأكيد,75,4013
5/23/2025,64,2,تم التأكيد,29,2446
5/24/2025,154,1,تم التأكيد,92,2037
5/25/2025,55,2,تم التأكيد,90,3002
5/26/2025,217,4,تم التأكيد,28,4979
5/27/2025,249,5,تم التأكيد,18,2708
5/28/2025,417,9,تم التأكيد,7,3110
5/29/2025,157,7,تم التأكيد,65,4468
5/30/2025,373,4,تم التأكيد,31,3996
5/31/2025,430,7,تم التأكيد,5,3774
6/1/2025,187,8,تم التأكيد,13,3011
6/2/2025,458,8,تم التأكيد,100,2134
6/3/2025,89,7,تم التأكيد,58,1282
6/4/2025,305,10,تم التأكيد,16,4919
6/5/2025,114,3,تم التأكيد,71,3898
6/6/2025,471,2,تم التأكيد,56,1893
6/7/2025,186,9,تم التأكيد,63,1177
6/8/2025,259,8,تم التأكيد,45,1215
6/9/2025,276,5,تم التأكيد,12,4203
6/10/2025,226,1,تم التأكيد,14,868
6/11/2025,13,1,تم التأكيد,8,2758
6/12/2025,170,2,تم التأكيد,2,2338
6/13/2025,76,3,تم التأكيد,65,308
6/14/2025,249,3,تم التأكيد,7,979
6/15/2025,108,1,تم التأكيد,24,2084
6/16/2025,426,3,تم التأكيد,64,1747
6/17/2025,309,1,تم التأكيد,5,4871
6/18/2025,158,3,تم التأكيد,99,1303
6/19/2025,407,4,تم التأكيد,30,2786
6/20/2025,71,4,تم التأكيد,41,2023
6/21/2025,145,4,تم التأكيد,74,4771
6/22/2025,309,10,تم التأكيد,46,2045
6/23/2025,95,1,تم التأكيد,29,4793
6/24/2025,78,8,تم التأكيد,94,1421
6/25/2025,147,10,تم التأكيد,1,3571
6/26/2025,422,10,تم التأكيد,37,4365
6/27/2025,458,7,تم التأكيد,26,1464
6/28/2025,252,5,تم التأكيد,99,1395
6/29/2025,267,1,تم التأكيد,55,21
6/30/2025,333,5,تم التأكيد,45,4745
7/1/2025,71,6,تم التأكيد,99,91
7/2/2025,274,3,تم التأكيد,94,2761
7/3/2025,430,3,تم التأكيد,83,1987
7/4/2025,274,6,تم التأكيد,90,2399
7/5/2025,258,5,تم التأكيد,30,1840
7/6/2025,460,10,تم التأكيد,12,684
7/7/2025,310,1,تم التأكيد,6,827
7/8/2025,417,7,تم التأكيد,88,1529
7/9/2025,257,4,تم التأكيد,84,4501
7/10/2025,273,7,تم التأكيد,18,1919
7/11/2025,184,5,تم التأكيد,74,3433
7/12/2025,155,1,تم التأكيد,13,4008
7/13/2025,84,8,تم التأكيد,59,4099
7/14/2025,500,2,تم التأكيد,49,3241
7/15/2025,440,10,تم التأكيد,51,2367
7/16/2025,125,2,تم التأكيد,49,4225
7/17/2025,233,3,تم التأكيد,66,3063
7/18/2025,31,8,تم التأكيد,99,3968
7/19/2025,159,3,تم التأكيد,79,2892
7/20/2025,399,7,تم التأكيد,54,1921
7/21/2025,326,6,تم التأكيد,34,3005
7/22/2025,344,3,تم التأكيد,9,2737
7/23/2025,247,2,تم التأكيد,37,165
7/24/2025,471,2,تم التأكيد,29,704
7/25/2025,405,2,تم التأكيد,21,2108
7/26/2025,377,10,تم التأكيد,63,607
7/27/2025,364,7,تم التأكيد,40,214
7/28/2025,47,5,تم التأكيد,48,4851
7/29/2025,327,10,تم التأكيد,1,982
7/30/2025,27,4,تم التأكيد,44,2298
7/31/2025,110,3,تم التأكيد,62,3269
8/1/2025,379,10,تم التأكيد,20,4064
8/2/2025,108,1,تم التأكيد,58,1514
8/3/2025,308,4,تم التأكيد,76,3520
8/4/2025,253,10,تم التأكيد,36,1027
8/5/2025,214,3,تم التأكيد,7,3917
8/6/2025,498,3,تم التأكيد,50,137
8/7/2025,435,3,تم التأكيد,14,3258
8/8/2025,302,8,تم التأكيد,80,2953
